Gene ID	Gene Name	'bipolar disorder' vs 'normal' in 'Brodmann (1909) area 11' .foldChange	'bipolar disorder' vs 'normal' in 'Brodmann (1909) area 11'.pValue	'bipolar disorder' vs 'normal' in 'Brodmann (1909) area 24' .foldChange	'bipolar disorder' vs 'normal' in 'Brodmann (1909) area 24'.pValue	'bipolar disorder' vs 'normal' in 'Brodmann (1909) area 9' .foldChange	'bipolar disorder' vs 'normal' in 'Brodmann (1909) area 9'.pValue	'schizophrenia' vs 'normal' in 'Brodmann (1909) area 11' .foldChange	'schizophrenia' vs 'normal' in 'Brodmann (1909) area 11'.pValue	'schizophrenia' vs 'normal' in 'Brodmann (1909) area 24' .foldChange	'schizophrenia' vs 'normal' in 'Brodmann (1909) area 24'.pValue	'schizophrenia' vs 'normal' in 'Brodmann (1909) area 9' .foldChange	'schizophrenia' vs 'normal' in 'Brodmann (1909) area 9'.pValue
ENSG00000126767	ELK1	0.4	0.0995146370123691	-0.1	0.998056860267984			0.1	0.997156663666153	0.4	0.25600376998932	0.3	0.753969474716553
ENSG00000126768	TIMM17B			0.1	0.998056860267984					0.1	0.871801707000732	-0.3	0.578915222826419
ENSG00000126773	PCNX4			0.1	0.998056860267984	0.3	0.99498273299885			0.1	0.766599902344793	0.1	0.801783876893257
ENSG00000126775	ATG14					0.1	0.99498273299885	0.1	0.997156663666153	0.1	0.769965362078534	0.2	0.773860093637824
ENSG00000126777	KTN1	0.4	0.0449153374996729	0.5	0.998056860267984	0.3	0.99498273299885	0.1	0.997156663666153	0.5	0.140892127801049	0.1	0.877276688035939
ENSG00000126778	SIX1			0.1	0.998056860267984	-0.1	0.99498273299885
ENSG00000126785	RHOJ	0.2	0.512714352761721	0.4	0.998056860267984	0.3	0.99498273299885			1.1	0.0024342449053985	0.4	0.623209984694408
ENSG00000126790	L3HYPDH	0.2	0.677601905131327	0.2	0.998056860267984	0.5	0.99498273299885	0.1	0.997156663666153			0.7	0.230168948601839
ENSG00000126803	HSPA2	0.3	0.399215337827372	0.3	0.998056860267984	-0.3	0.99498273299885	0.2	0.997156663666153	0.2	0.802431160185671	-1.0	0.0531757027878769
ENSG00000126804	ZBTB1	-0.2	0.482714786059227	0.2	0.998056860267984	0.2	0.99498273299885			0.2	0.649593136173946
ENSG00000126814	TRMT5	-0.1	0.584071447941078	0.1	0.998056860267984	0.1	0.99498273299885	0.1	0.997156663666153	0.2	0.633420280431862	-0.2	0.79693160087651
ENSG00000126821	SGPP1	-0.1	0.764033220089464	-0.1	0.998056860267984	0.4	0.99498273299885			-0.4	0.316164567424267	0.1	0.910238228678101
ENSG00000126822	PLEKHG3	0.3	0.34938095990262			-0.5	0.99498273299885	0.3	0.997156663666153	0.3	0.668964485507275	-0.7	0.179646097430843
ENSG00000126838	PZP			0.1	0.998056860267984					0.4	0.562019685559543
ENSG00000126858	RHOT1	-0.3	0.0979146745514036	0.2	0.998056860267984	0.4	0.99498273299885	-0.1	0.997156663666153	-0.1	0.88947222566066	0.2	0.551986158612512
ENSG00000126860	EVI2A	0.2	0.691327546331328	0.5	0.998056860267984	-0.1	0.99498273299885	0.2	0.997156663666153	0.1	0.940528090845423	-0.8	0.19733648096562
ENSG00000126861	OMG	-0.1	0.851404166464241	0.1	0.998056860267984	-0.3	0.99498273299885	0.1	0.997156663666153	-0.2	0.612284612630278	-0.1	0.952605241396657
ENSG00000126870	WDR60	0.5	0.0706809860699505	0.1	0.998056860267984	0.3	0.99498273299885			0.4	0.268694453709382
ENSG00000126878	AIF1L	0.5	0.129219856333747	0.4	0.998056860267984	-0.3	0.99498273299885	0.2	0.997156663666153	0.4	0.385320925029497	-0.4	0.586540220895047
ENSG00000126882	FAM78A	-0.2	0.250242027001707	-0.1	0.998056860267984	-0.1	0.99498273299885	-0.2	0.997156663666153	-0.4	0.295722027253879	-0.1	0.908897155740739
ENSG00000126883	NUP214	0.1	0.43965867538884	-0.1	0.998056860267984	-0.3	0.99498273299885	0.1	0.997156663666153			-0.2	0.826453124015003
ENSG00000126890	CTAG2			0.1	0.998056860267984	0.1	0.99498273299885
ENSG00000126895	AVPR2			-0.1	0.998056860267984			-0.1	0.997156663666153
ENSG00000126903	SLC10A3	0.1	0.712691327529856	0.2	0.998056860267984			-0.1	0.997156663666153	-0.2	0.712917332354087	0.1	0.974507839407237
ENSG00000126934	MAP2K2	0.1	0.649358694023542	-0.2	0.998056860267984	-0.3	0.99498273299885					-0.3	0.674698582920333
ENSG00000126945	HNRNPH2	-0.3	0.157761283658245	0.2	0.998056860267984	0.1	0.99498273299885	-0.1	0.997156663666153	-0.3	0.431674603474205	-0.1	0.913126558771765
ENSG00000126947	ARMCX1	-0.4	0.0884797738847499	-0.1	0.998056860267984			-0.1	0.997156663666153	-0.3	0.292570938718312	-0.1	0.958415709067879
ENSG00000126950	TMEM35A	-0.4	0.21913495205406	-0.4	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153	-1.2	0.00547991889542811	-0.2	0.81084318519722
ENSG00000126952	NXF5					-0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000126953	TIMM8A	-0.1	0.745664516474487	-0.1	0.998056860267984	0.5	0.99498273299885			-0.5	0.404539818346108	0.3	0.81084318519722
ENSG00000126970	ZC4H2	-0.3	0.185936547892657	-0.2	0.998056860267984	-0.1	0.99498273299885	-0.2	0.997156663666153	-0.4	0.278500897709823	0.2	0.847346689863955
ENSG00000127022	CANX			0.2	0.998056860267984	0.2	0.99498273299885			0.2	0.370414863461442	0.2	0.721551152747697
ENSG00000127054	INTS11	0.1	0.517289360110655	-0.1	0.998056860267984	-0.3	0.99498273299885	0.1	0.997156663666153	-0.1	0.862287776015812	-0.1	0.915299173748755
ENSG00000127080	IPPK			-0.5	0.998056860267984	-0.2	0.99498273299885	0.1	0.997156663666153	-0.5	0.417619060044289
ENSG00000127081	ZNF484					0.3	0.99498273299885	0.1	0.997156663666153	0.3	0.509337875657528	0.2	0.801177033283377
ENSG00000127083	OMD	0.5	0.235896352357907	-0.2	0.998056860267984	0.3	0.99498273299885	0.1	0.997156663666153	-0.1	0.91201346806546	0.3	0.719687166364218
ENSG00000127084	FGD3			0.1	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153	0.1	0.894417498947158	-0.2	0.845872953805393
ENSG00000127124	HIVEP3	-0.2	0.445075569079079	-0.1	0.998056860267984	0.2	0.99498273299885	-0.1	0.997156663666153	-0.3	0.498017639883413	-0.2	0.785678816171041
ENSG00000127125	PPCS	-0.1	0.736238878430416	-0.1	0.998056860267984	0.4	0.99498273299885	0.1	0.997156663666153	-0.5	0.118148836570942	0.2	0.81084318519722
ENSG00000127152	BCL11B	-0.3	0.248482184036183			0.4	0.99498273299885	-0.2	0.997156663666153	-0.2	0.612589371807481	-0.1	0.973763684519404
ENSG00000127184	COX7C	-0.2	0.188814863234554	0.1	0.998056860267984	0.1	0.99498273299885	-0.2	0.997156663666153	-0.1	0.861542049442977	-0.2	0.76957866440765
ENSG00000127191	TRAF2	0.1	0.60958227722812	-0.3	0.998056860267984	-0.2	0.99498273299885	0.1	0.997156663666153	-0.1	0.863419956379862	-0.1	0.922130555446328
ENSG00000127220	ABHD8	0.1	0.777853177088839	-0.3	0.998056860267984	-0.2	0.99498273299885	-0.2	0.997156663666153			-0.3	0.765229006396662
ENSG00000127241	MASP1	0.3	0.357650036051264	0.5	0.998056860267984	0.2	0.99498273299885	0.1	0.997156663666153	0.5	0.182661216220856	0.4	0.689664253877721
ENSG00000127249	ATP13A4	0.1	0.905957920349354	0.2	0.998056860267984			0.1	0.997156663666153	1.0	0.0294281384150638	0.2	0.845860760871871
ENSG00000127252	PLAAT1	-0.2	0.574516317730738	-0.1	0.998056860267984			-0.2	0.997156663666153	-0.6	0.21938999998712	-0.3	0.788228083656478
ENSG00000127311	HELB			0.6	0.998056860267984	-0.3	0.99498273299885	0.3	0.997156663666153	0.2	0.756016740191717	-0.2	0.847346689863955
ENSG00000127314	RAP1B			0.3	0.998056860267984	0.2	0.99498273299885			0.4	0.273721981266495	0.1	0.874407452105012
ENSG00000127324	TSPAN8					0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000127325	BEST3			0.8	0.998056860267984	-0.1	0.99498273299885			1.0	0.0874055482586773	-0.3	0.781749822509079
ENSG00000127328	RAB3IP	0.2	0.319105621047628	0.3	0.998056860267984			0.1	0.997156663666153	0.3	0.332843848821695	-0.2	0.825301110417224
ENSG00000127329	PTPRB	0.2	0.627387558905457	-0.4	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153	-0.2	0.765265324361806	-0.2	0.834547275000383
ENSG00000127334	DYRK2	-0.4	0.0858873245699945			0.1	0.99498273299885	-0.1	0.997156663666153	-0.3	0.388773510350814	-0.1	0.888999638660953
ENSG00000127337	YEATS4	-0.4	0.195522599966144	0.2	0.998056860267984	-0.5	0.99498273299885	-0.1	0.997156663666153	-0.1	0.871903274520874
ENSG00000127362	TAS2R3					0.1	0.99498273299885
ENSG00000127364	TAS2R4	0.4	0.226980994166346	-0.1	0.998056860267984	0.1	0.99498273299885			0.3	0.621517744040013	0.3	0.806048560679085
ENSG00000127366	TAS2R5			-0.1	0.998056860267984	0.2	0.99498273299885	0.1	0.997156663666153
ENSG00000127377	CRYGN			0.1	0.998056860267984	0.2	0.99498273299885	-0.1	0.997156663666153
ENSG00000127399	LRRC61	-0.2	0.641550997919878	-0.1	0.998056860267984	0.2	0.99498273299885			-0.3	0.602592429441384	-0.1	0.962880649353723
ENSG00000127412	TRPV5			0.1	0.998056860267984	-0.4	0.99498273299885	0.2	0.997156663666153
ENSG00000127415	IDUA	0.2	0.449871420979196	-0.2	0.998056860267984	-0.2	0.99498273299885			-0.1	0.802274011371297	-0.2	0.808283369607997
ENSG00000127418	FGFRL1	0.5	0.179621273142341	0.5	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153	0.9	0.0349822137413773	0.3	0.781749822509079
ENSG00000127419	TMEM175	0.1	0.435429823381736	-0.4	0.998056860267984	-0.3	0.99498273299885	0.1	0.997156663666153	-0.1	0.737733851266703	-0.3	0.603116471548086
ENSG00000127423	AUNIP			-0.1	0.998056860267984	0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000127445	PIN1	-0.2	0.349378504591373	-0.5	0.998056860267984			-0.2	0.997156663666153	-0.7	0.0444139027452967	-0.3	0.674698582920333
ENSG00000127452	FBXL12	0.4	0.0598067282735406	-0.3	0.998056860267984	-0.1	0.99498273299885	0.2	0.997156663666153	0.1	0.828084836701833	0.2	0.848745983752816
ENSG00000127463	EMC1	-0.2	0.272806773210071	-0.2	0.998056860267984	-0.1	0.99498273299885			-0.4	0.193976791808446
ENSG00000127472	PLA2G5	-0.1	0.908761680123698			0.1	0.99498273299885	-0.2	0.997156663666153	0.6	0.30411873825632	0.3	0.778418198092916
ENSG00000127481	UBR4	-0.1	0.652619346319111	-0.2	0.998056860267984	-0.1	0.99498273299885					-0.1	0.886518970754092
ENSG00000127483	HP1BP3	0.1	0.710791607090196			-0.1	0.99498273299885			0.1	0.768390475286034	0.1	0.912359600706172
ENSG00000127507	ADGRE2			0.5	0.998056860267984	0.1	0.99498273299885	0.3	0.997156663666153
ENSG00000127511	SIN3B	0.1	0.448378931467596	-0.3	0.998056860267984	-0.3	0.99498273299885	0.1	0.997156663666153	-0.3	0.394871647904889	-0.1	0.923238088802291
ENSG00000127526	SLC35E1			-0.2	0.998056860267984	0.1	0.99498273299885	-0.1	0.997156663666153	-0.2	0.404701580632562	0.1	0.922130555446328
ENSG00000127527	EPS15L1			-0.3	0.998056860267984	-0.4	0.99498273299885			-0.2	0.65818488418675
ENSG00000127528	KLF2	0.3	0.467894437832518	-0.6	0.998056860267984	-0.4	0.99498273299885	-0.1	0.997156663666153	-0.5	0.414214018138592	0.2	0.874407452105012
ENSG00000127530	OR7C1					0.2	0.99498273299885	-0.1	0.997156663666153
ENSG00000127533	F2RL3			-0.1	0.998056860267984
ENSG00000127540	UQCR11					0.4	0.99498273299885	-0.1	0.997156663666153	-0.2	0.638964308353501	-0.3	0.586540220895047
ENSG00000127554	GFER			-0.1	0.998056860267984			-0.1	0.997156663666153	-0.1	0.903664498527462	-0.3	0.779120765161997
ENSG00000127561	SYNGR3	-0.4	0.0607358582543015	-0.5	0.998056860267984	-0.2	0.99498273299885	-0.1	0.997156663666153	-0.9	0.00262262277865155	-0.4	0.479064221934591
ENSG00000127564	PKMYT1			-0.3	0.998056860267984			-0.1	0.997156663666153
ENSG00000127578	WFIKKN1	0.5	0.122100155941558	-0.2	0.998056860267984	0.1	0.99498273299885	0.2	0.997156663666153	0.4	0.537652668795121	0.1	0.925277567410982
ENSG00000127580	WDR24			-0.2	0.998056860267984	-0.2	0.99498273299885	-0.1	0.997156663666153			-0.3	0.684201200245063
ENSG00000127585	FBXL16	-0.3	0.0982175410837045	-0.1	0.998056860267984			-0.1	0.997156663666153	0.3	0.341222595107812	-0.2	0.778587724103207
ENSG00000127586	CHTF18	0.1	0.605526387540459	-0.1	0.998056860267984	-0.2	0.99498273299885			-0.3	0.571700497084792	-0.2	0.835484753940101
ENSG00000127588	GNG13	-0.1	0.864383790242023	-0.4	0.998056860267984	-0.2	0.99498273299885	-0.2	0.997156663666153	-0.4	0.498420277160089	-0.3	0.824391853454947
ENSG00000127589	TUBBP1			0.2	0.998056860267984	0.4	0.99498273299885
ENSG00000127603	MACF1	0.2	0.373924148560715	0.2	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153	0.7	0.0126853202387176	0.2	0.813635239441092
ENSG00000127616	SMARCA4	0.3	0.158338221431002	-0.2	0.998056860267984	-0.1	0.99498273299885			0.1	0.732823153506991	-0.2	0.657292891293629
ENSG00000127663	KDM4B	0.1	0.522842978185513	-0.2	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153	-0.1	0.797706408758328	-0.1	0.954584662880195
ENSG00000127666	TICAM1	0.3	0.184219389611605	0.1	0.998056860267984			-0.1	0.997156663666153			0.3	0.737385665681359
ENSG00000127720	METTL25	-0.1	0.735666483996593	0.1	0.998056860267984	0.4	0.99498273299885	-0.1	0.997156663666153	-0.3	0.69946508868961	0.2	0.912916117504172
ENSG00000127743	IL17B					-0.1	0.99498273299885
ENSG00000127774	EMC6			0.2	0.998056860267984	0.2	0.99498273299885	-0.2	0.997156663666153
ENSG00000127804	METTL16	0.4	0.0715627199203351	0.1	0.998056860267984	-0.1	0.99498273299885	0.2	0.997156663666153	0.3	0.406085884886771
ENSG00000127824	TUBA4A	-0.3	0.265127664154062	-0.5	0.998056860267984	-0.3	0.99498273299885	-0.1	0.997156663666153	-1.1	0.00143836415464827	-0.4	0.592861082557415
ENSG00000127837	AAMP	-0.1	0.63483066022567	-0.1	0.998056860267984	-0.1	0.99498273299885			-0.3	0.23800173090638	-0.1	0.959017823733999
ENSG00000127838	PNKD	-0.1	0.747100051416909	-0.2	0.998056860267984	-0.2	0.99498273299885	-0.1	0.997156663666153	-0.1	0.831197334404426
ENSG00000127863	TNFRSF19			-0.3	0.998056860267984	-0.2	0.99498273299885			0.2	0.842506884502714	-0.1	0.943873108210693
ENSG00000127870	RNF6	-0.4	0.0634256484503457	0.4	0.998056860267984	0.4	0.99498273299885	-0.3	0.997156663666153	0.1	0.865036969774706	0.2	0.778889897594434
ENSG00000127884	ECHS1			-0.2	0.998056860267984					-0.1	0.693538711531927	-0.1	0.908897155740739
ENSG00000127903	ZNF835	0.2	0.617670815742721	-0.6	0.998056860267984	-0.1	0.99498273299885			-0.6	0.195350188008659	-0.1	0.918468811194374
ENSG00000127914	AKAP9	0.2	0.286610738622002	0.3	0.998056860267984	0.4	0.99498273299885	-0.1	0.997156663666153	0.4	0.314422064304918	0.4	0.191294883606479
ENSG00000127920	GNG11	0.1	0.674453428062385	0.2	0.998056860267984	0.6	0.99498273299885	-0.2	0.997156663666153	0.2	0.599365401279305	0.3	0.732242798555814
ENSG00000127922	SEM1			0.3	0.998056860267984							0.1	0.923796641490579
ENSG00000127946	HIP1	0.4	0.134501121823178	0.3	0.998056860267984	-0.4	0.99498273299885	0.3	0.997156663666153	0.8	0.0459050670081434	-0.4	0.592861082557415
ENSG00000127947	PTPN12	-0.1	0.685310179922185	0.4	0.998056860267984	0.2	0.99498273299885	-0.1	0.997156663666153	0.4	0.2457691462333	0.3	0.60660952837741
ENSG00000127948	POR	0.1	0.679168169975907	-0.2	0.998056860267984	-0.1	0.99498273299885			-0.2	0.643489817755071
ENSG00000127951	FGL2	0.4	0.35265422002098	-0.2	0.998056860267984	0.3	0.99498273299885	0.1	0.997156663666153	-0.6	0.326979804938531	0.4	0.615725759576761
ENSG00000127952	STYXL1			0.5	0.998056860267984	0.1	0.99498273299885	0.1	0.997156663666153	0.7	0.101257727993317	0.2	0.816075309061123
ENSG00000127954	STEAP4			0.4	0.998056860267984	0.5	0.99498273299885	0.1	0.997156663666153			1.0	0.0651746625762503
ENSG00000127955	GNAI1	-0.2	0.394568138789071	0.1	0.998056860267984					-0.5	0.146692062040558	-0.3	0.727635762494983
ENSG00000127957	PMS2P3					-0.3	0.99498273299885
ENSG00000127980	PEX1	-0.1	0.746474870109243
ENSG00000127989	MTERF1			0.3	0.998056860267984	0.4	0.99498273299885	0.2	0.997156663666153	0.1	0.836748573460824	0.2	0.852351176413029
ENSG00000127990	SGCE			0.1	0.998056860267984	0.2	0.99498273299885			0.3	0.47446405891544
ENSG00000127993	RBM48	0.1	0.780719989276752	0.1	0.998056860267984	0.2	0.99498273299885					0.3	0.650457349588571
ENSG00000127995	CASD1	-0.2	0.415522457799185	0.1	0.998056860267984	0.1	0.99498273299885			-0.5	0.196363969108889	-0.1	0.89683080520005
ENSG00000128000	ZNF780B	-0.1	0.584320161998615	0.1	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153	-0.2	0.668271355607379	-0.1	0.951000398589625
ENSG00000128011	LRFN1			-0.4	0.998056860267984	-0.2	0.99498273299885	-0.1	0.997156663666153	-0.4	0.276697383742681	-0.2	0.870349434633128
ENSG00000128016	ZFP36	-0.4	0.33673837986602			-0.1	0.99498273299885					0.5	0.568538700733812
ENSG00000128039	SRD5A3			-0.2	0.998056860267984					-0.8	0.0267165414696157	-0.3	0.755405815827157
ENSG00000128040	SPINK2			0.1	0.998056860267984	0.2	0.99498273299885
ENSG00000128045	RASL11B			-0.2	0.998056860267984	0.1	0.99498273299885	0.1	0.997156663666153	-0.8	0.0312910798431973	0.3	0.71049696763866
ENSG00000128050	PAICS			0.5	0.998056860267984	0.3	0.99498273299885			0.4	0.110315297031566	0.3	0.372922075899199
ENSG00000128052	KDR	0.3	0.383703485685393	0.1	0.998056860267984	-0.2	0.99498273299885			-0.1	0.921029925701026	-0.1	0.942037778840841
ENSG00000128059	PPAT			0.2	0.998056860267984	0.4	0.99498273299885					0.1	0.938036912896727
ENSG00000128159	TUBGCP6	0.1	0.588532194576604	-0.1	0.998056860267984	-0.3	0.99498273299885	0.1	0.997156663666153			-0.2	0.772612783156277
ENSG00000128165	ADM2			0.2	0.998056860267984
ENSG00000128185	DGCR6L	0.2	0.464093424773433	0.1	0.998056860267984	-0.1	0.99498273299885			0.1	0.81686216123005	-0.3	0.741126680190248
ENSG00000128191	DGCR8	0.1	0.706413813717736			-0.2	0.99498273299885	-0.1	0.997156663666153	0.2	0.581641342834294
ENSG00000128203	ASPHD2	-0.3	0.123174763880411	-0.3	0.998056860267984	0.1	0.99498273299885	-0.1	0.997156663666153	-0.7	0.0289494584800219	-0.2	0.842479221299393
ENSG00000128218	VPREB3			0.3	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153
ENSG00000128228	SDF2L1	0.3	0.351838744230644	0.4	0.998056860267984	0.3	0.99498273299885	0.3	0.997156663666153	0.7	0.201425399687773	0.1	0.919628736386753
ENSG00000128242	GAL3ST1	0.5	0.157230486239254	0.4	0.998056860267984	-0.8	0.99498273299885	0.3	0.997156663666153	0.6	0.250360898654594	-0.7	0.191100505081622
ENSG00000128245	YWHAH	-0.4	0.150881428987539	-0.4	0.998056860267984			-0.1	0.997156663666153	-1.1	0.00134638885138218	-0.1	0.943873108210693
ENSG00000128250	RFPL1			-0.1	0.998056860267984	-0.1	0.99498273299885
ENSG00000128253	RFPL2	-0.1	0.823143010719714	-0.7	0.998056860267984	-0.2	0.99498273299885	-0.3	0.997156663666153	-1.4	0.00584606513827521	0.3	0.697953429921425
ENSG00000128262	POM121L9P			-0.1	0.998056860267984			-0.1	0.997156663666153
ENSG00000128266	GNAZ	-0.2	0.326164506458667	-0.2	0.998056860267984	-0.1	0.99498273299885			-0.4	0.271198493479939	-0.3	0.669027422063308
ENSG00000128268	MGAT3	-0.2	0.245844556207685	-0.1	0.998056860267984					-0.1	0.776819000598571	-0.2	0.673845619438424
ENSG00000128271	ADORA2A					0.2	0.99498273299885
ENSG00000128272	ATF4	-0.3	0.0293488781918768	0.2	0.998056860267984			-0.1	0.997156663666153	0.2	0.728980638933324	-0.2	0.791515783393889
ENSG00000128274	A4GALT	0.4	0.305617607328972	0.4	0.998056860267984			0.2	0.997156663666153	0.5	0.328140665581517
ENSG00000128283	CDC42EP1	0.3	0.406034456656929	0.2	0.998056860267984	-0.7	0.99498273299885	0.2	0.997156663666153	0.3	0.629043570795309	-0.9	0.0841848108595622
ENSG00000128284	APOL3	0.1	0.771753338472227			-0.4	0.99498273299885	-0.2	0.997156663666153			-0.2	0.874407452105012
ENSG00000128285	MCHR1	-0.5	0.107502712137953	-0.6	0.998056860267984	0.1	0.99498273299885	-0.3	0.997156663666153	-1.1	0.00137020863145464	-0.5	0.52291972351062
ENSG00000128294	TPST2	-0.1	0.404274069471171							0.2	0.538048208008497	0.2	0.843146218784718
ENSG00000128298	BAIAP2L2	-0.1	0.850537873460098	-0.3	0.998056860267984	-0.3	0.99498273299885	-0.1	0.997156663666153	-0.1	0.813472353243951	-0.4	0.629563011695021
ENSG00000128309	MPST	0.5	0.0824945914876298	0.3	0.998056860267984			0.2	0.997156663666153	0.7	0.0226239779488974	-0.3	0.726785245953788
ENSG00000128310	GALR3			0.1	0.998056860267984	0.2	0.99498273299885	-0.1	0.997156663666153
ENSG00000128311	TST	0.6	0.0564451143450597	0.3	0.998056860267984	0.1	0.99498273299885	0.2	0.997156663666153	0.4	0.43694496393395	0.2	0.907775997679686
ENSG00000128313	APOL5			-0.2	0.998056860267984			0.1	0.997156663666153
ENSG00000128335	APOL2			0.2	0.998056860267984	-0.1	0.99498273299885	-0.2	0.997156663666153			0.3	0.663536492522752
ENSG00000128340	RAC2			0.3	0.998056860267984	-0.2	0.99498273299885	0.1	0.997156663666153	0.1	0.919418506051973	0.2	0.893095590503919
ENSG00000128342	LIF			0.1	0.998056860267984	0.1	0.99498273299885
ENSG00000128346	C22orf23	0.4	0.330663299739483	0.1	0.998056860267984	-0.3	0.99498273299885					-0.2	0.869527685074271
ENSG00000128394	APOBEC3F			0.2	0.998056860267984	-0.2	0.99498273299885
ENSG00000128408	RIBC2			0.1	0.998056860267984	-0.4	0.99498273299885	0.2	0.997156663666153
ENSG00000128422	KRT17			-0.5	0.998056860267984	-0.4	0.99498273299885	-0.1	0.997156663666153	-0.8	0.110741154634726	-0.2	0.85023260779137
ENSG00000128463	EMC4	-0.1	0.459673995806494	-0.3	0.998056860267984	0.2	0.99498273299885			-0.3	0.271882750645415
ENSG00000128482	RNF112	-0.2	0.253708763638362	-0.4	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153	-0.6	0.00702664643894261	-0.2	0.805535597003042
ENSG00000128487	SPECC1	0.1	0.309818051816863	0.1	0.998056860267984	-0.2	0.99498273299885	0.1	0.997156663666153	0.2	0.585498309938214	-0.1	0.874407452105012
ENSG00000128510	CPA4					-0.1	0.99498273299885
ENSG00000128512	DOCK4	-0.3	0.152966227530354	-0.1	0.998056860267984	0.2	0.99498273299885	-0.1	0.997156663666153	-0.3	0.42087132886257	0.1	0.936838270455258
ENSG00000128513	POT1	0.1	0.810822527743649	0.1	0.998056860267984	0.4	0.99498273299885	0.2	0.997156663666153	0.4	0.379459802039448	0.2	0.844456059870369
ENSG00000128524	ATP6V1F	-0.1	0.770893905459745			0.1	0.99498273299885	-0.1	0.997156663666153	-0.3	0.496087676819986	-0.1	0.840582835232808
ENSG00000128534	LSM8	-0.1	0.853695019323937	0.5	0.998056860267984	-0.1	0.99498273299885	-0.2	0.997156663666153	0.2	0.715601184374925	-0.1	0.92140181891759
ENSG00000128536	CDHR3			0.1	0.998056860267984					0.3	0.523975122490065
ENSG00000128563	PRKRIP1			-0.2	0.998056860267984	-0.1	0.99498273299885			0.1	0.870666699718872	-0.3	0.650103256254439
ENSG00000128564	VGF	-0.5	0.10695604672826	-0.3	0.998056860267984	-0.3	0.99498273299885	-0.2	0.997156663666153	-1.3	0.00114351841509285	-0.6	0.479149718458714
ENSG00000128567	PODXL			0.2	0.998056860267984	-0.3	0.99498273299885	-0.1	0.997156663666153	0.2	0.719783262600983	-0.1	0.973475738524418
ENSG00000128573	FOXP2					-0.2	0.99498273299885	-0.1	0.997156663666153	-0.3	0.69805733552029
ENSG00000128578	STRIP2	-0.2	0.519705170046822	-0.2	0.998056860267984			0.2	0.997156663666153	-0.6	0.101678045784614	0.2	0.849725750296405
ENSG00000128581	IFT22	-0.2	0.417526466160278	-0.1	0.998056860267984	0.1	0.99498273299885	-0.2	0.997156663666153	-0.2	0.713651250774383	-0.2	0.741618724639626
ENSG00000128585	MKLN1	0.1	0.757090235765001	0.4	0.998056860267984	0.3	0.99498273299885	-0.1	0.997156663666153	0.9	0.00485338337048579	0.2	0.78449920812683
ENSG00000128590	DNAJB9	-0.3	0.191788460273688	0.3	0.998056860267984	0.1	0.99498273299885	-0.3	0.997156663666153	-0.3	0.442480526144661	0.1	0.894223307449313
ENSG00000128591	FLNC	0.2	0.564082488407351	-0.1	0.998056860267984	-0.4	0.99498273299885	0.2	0.997156663666153	-0.4	0.514302107744404	-0.7	0.21669251163361
ENSG00000128594	LRRC4	-0.4	0.0272812454266723	-0.3	0.998056860267984	-0.1	0.99498273299885	-0.2	0.997156663666153	-0.6	0.0274794883549368	-0.3	0.633120062552148
ENSG00000128595	CALU			-0.1	0.998056860267984	0.1	0.99498273299885			-0.3	0.235999721355543
ENSG00000128596	CCDC136	-0.2	0.213698845209521	-0.2	0.998056860267984			-0.2	0.997156663666153	-0.4	0.241134787265839	-0.3	0.571184126612751
ENSG00000128602	SMO	0.5	0.117126613873804	0.5	0.998056860267984	-0.1	0.99498273299885			1.1	0.0113719706335459	0.3	0.831971139517389
ENSG00000128604	IRF5	0.3	0.43930479875334	-0.1	0.998056860267984	-0.2	0.99498273299885	0.2	0.997156663666153	-0.3	0.611779217659644	-0.3	0.824391853454947
ENSG00000128606	LRRC17			-0.1	0.998056860267984
ENSG00000128607	KLHDC10			0.1	0.998056860267984	0.1	0.99498273299885			-0.2	0.57716693937026	0.1	0.866335849264579
ENSG00000128609	NDUFA5	-0.3	0.134493944288454	0.1	0.998056860267984	0.1	0.99498273299885	-0.1	0.997156663666153	-0.3	0.519226979607034
ENSG00000128610	FEZF1					0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000128617	OPN1SW			0.2	0.998056860267984	0.4	0.99498273299885	-0.1	0.997156663666153			0.1	0.935150322810069
ENSG00000128626	MRPS12	-0.2	0.39813003468498			0.2	0.99498273299885	-0.1	0.997156663666153	-0.5	0.274536318397975	-0.2	0.839064931114935
ENSG00000128641	MYO1B	-0.1	0.559233876517539	0.2	0.998056860267984	0.2	0.99498273299885	-0.2	0.997156663666153	0.1	0.798531933771832	0.2	0.847964795215616
