gene_id,type,ncbi,kegg
ENSG00000116285,protein_coding,54206,4714
ENSG00000116299,nonsense_mediated_decay,57535,
ENSG00000116329,protein_coding,4985,1100
ENSG00000116337,protein_coding,271,53
ENSG00000116350,protein_coding,6429,1100
ENSG00000116353,protein_coding,51102,620
ENSG00000116396,protein_coding,3749,4151
ENSG00000116406,protein_coding,80267,520
ENSG00000116455,protein_coding,79084,4151
ENSG00000116459,protein_coding,515,
ENSG00000116473,protein_coding,5906,630
ENSG00000116478,protein_coding,3065,997
ENSG00000116489,protein_coding,829,
ENSG00000116497,protein_coding,64766,
ENSG00000116514,protein_coding,127544,4660
ENSG00000116521,protein_coding,10067,
ENSG00000116525,protein_coding,55223,511
ENSG00000116539,protein_coding,55870,4660
ENSG00000116544,protein_coding,58512,
ENSG00000116560,protein_coding,6421,1100
ENSG00000116574,protein_coding,58480,195
ENSG00000116580,protein_coding,54856,10
ENSG00000116584,protein_coding,9181,4070
ENSG00000116586,protein_coding,28956,
ENSG00000116604,protein_coding,4209,
ENSG00000116641,non_stop_decay,85440,4926
ENSG00000116649,nonsense_mediated_decay,6723,997
ENSG00000116661,protein_coding,26232,1100
ENSG00000116667,protein_coding,81563,
ENSG00000116668,protein_coding,54823,
ENSG00000116670,protein_coding,10459,
ENSG00000116675,protein_coding,9829,5163
ENSG00000116678,protein_coding,3953,1120
ENSG00000116679,protein_coding,10625,4658
ENSG00000116685,protein_coding,90231,
ENSG00000116688,protein_coding,9927,670
ENSG00000116690,protein_coding,10216,531
ENSG00000116691,protein_coding,60672,
ENSG00000116698,nonsense_mediated_decay,9887,515
ENSG00000116701,protein_coding,4688,4070
ENSG00000116703,protein_coding,5132,5165
ENSG00000116704,protein_coding,23169,
ENSG00000116711,protein_coding,5321,941
ENSG00000116717,protein_coding,1647,
ENSG00000116729,protein_coding,79971,
ENSG00000116741,protein_coding,5997,4926
ENSG00000116745,protein_coding,6121,1110
ENSG00000116747,protein_coding,6738,4150
ENSG00000116750,protein_coding,51377,633
ENSG00000116752,protein_coding,10286,
ENSG00000116754,protein_coding,9295,5163
ENSG00000116761,protein_coding,1491,950
ENSG00000116771,protein_coding,79814,1100
ENSG00000116774,protein_coding,56944,
ENSG00000116783,protein_coding,51086,270
ENSG00000116785,protein_coding,10878,1100
ENSG00000116791,protein_coding,1429,625
ENSG00000116793,protein_coding,10745,
ENSG00000116809,protein_coding,7709,1100
ENSG00000116815,protein_coding,965,515
ENSG00000116819,protein_coding,339488,
ENSG00000116824,protein_coding,914,513
ENSG00000116830,protein_coding,8458,900
ENSG00000116833,protein_coding,2494,1100
ENSG00000116852,protein_coding,23046,30
ENSG00000116857,protein_coding,252839,
ENSG00000116863,protein_coding,54936,
ENSG00000116871,protein_coding,55700,
ENSG00000116874,protein_coding,10352,331
ENSG00000116882,protein_coding,51179,540
ENSG00000116885,protein_coding,127700,
ENSG00000116898,protein_coding,64960,860
ENSG00000116903,protein_coding,149371,561
ENSG00000116906,protein_coding,8443,71
ENSG00000116918,protein_coding,7257,
ENSG00000116922,protein_coding,54955,
ENSG00000116954,protein_coding,64121,860
ENSG00000116962,protein_coding,4811,5165
ENSG00000116977,protein_coding,3964,5165
ENSG00000116981,protein_coding,84618,240
ENSG00000116983,protein_coding,51440,260
ENSG00000116984,protein_coding,4548,1100
ENSG00000116985,protein_coding,656,
ENSG00000116990,protein_coding,4610,
ENSG00000116991,protein_coding,57568,4926
ENSG00000117000,protein_coding,6018,1120
ENSG00000117009,protein_coding,8564,270
ENSG00000117010,protein_coding,127396,1120
ENSG00000117013,protein_coding,9132,5165
ENSG00000117016,protein_coding,9783,4070
ENSG00000117020,protein_coding,10000,4926
ENSG00000117036,protein_coding,2117,230
ENSG00000117054,protein_coding,34,401
ENSG00000117069,protein_coding,81849,603
ENSG00000117090,protein_coding,6504,460
ENSG00000117091,protein_coding,962,4926
ENSG00000117114,protein_coding,23266,600
ENSG00000117115,protein_coding,11240,910
ENSG00000117118,protein_coding,6390,984
ENSG00000117122,protein_coding,4237,1100
ENSG00000117133,protein_coding,80135,
ENSG00000117139,protein_coding,10765,4150
ENSG00000117143,protein_coding,6675,982
ENSG00000117148,protein_coding,81569,5170
ENSG00000117151,protein_coding,1486,940
ENSG00000117152,protein_coding,5999,5163
ENSG00000117153,protein_coding,59349,5235
ENSG00000117154,protein_coding,84966,564
ENSG00000117155,protein_coding,117178,
ENSG00000117174,protein_coding,54680,
ENSG00000117215,protein_coding,26279,592
ENSG00000117222,protein_coding,5929,1120
ENSG00000117226,protein_coding,2635,944
ENSG00000117228,protein_coding,2633,670
ENSG00000117245,protein_coding,57576,5170
ENSG00000117262,protein_coding,653519,
ENSG00000117266,protein_coding,5129,1120
ENSG00000117280,protein_coding,8934,310
ENSG00000117281,protein_coding,11126,1120
ENSG00000117298,protein_coding,1889,230
ENSG00000117308,protein_coding,2582,1040
ENSG00000117318,protein_coding,3399,
ENSG00000117322,protein_coding,1380,1100
ENSG00000117335,protein_coding,4179,1100
ENSG00000117360,protein_coding,9129,
ENSG00000117362,protein_coding,51107,
ENSG00000117385,protein_coding,64175,960
ENSG00000117394,protein_coding,6513,1100
ENSG00000117395,protein_coding,10969,
ENSG00000117399,protein_coding,991,623
ENSG00000117400,protein_coding,4352,562
ENSG00000117407,protein_coding,9048,
ENSG00000117408,protein_coding,9670,4151
ENSG00000117410,nonsense_mediated_decay,533,195
ENSG00000117411,protein_coding,8704,562
ENSG00000117419,protein_coding,79033,240
ENSG00000117425,protein_coding,8643,1100
ENSG00000117448,protein_coding,10327,900
ENSG00000117450,protein_coding,5052,561
ENSG00000117461,protein_coding,8503,4070
ENSG00000117472,protein_coding,10103,
ENSG00000117475,protein_coding,8548,
ENSG00000117477,protein_coding,57821,
ENSG00000117479,protein_coding,10560,480
ENSG00000117480,nonsense_mediated_decay,2166,930
ENSG00000117481,protein_coding,387338,541
ENSG00000117500,protein_coding,50999,
ENSG00000117501,protein_coding,80133,4926
ENSG00000117505,protein_coding,1810,
ENSG00000117519,protein_coding,1266,5170
ENSG00000117523,protein_coding,23215,
ENSG00000117525,protein_coding,2152,520
ENSG00000117528,protein_coding,5825,903
ENSG00000117533,nonsense_mediated_decay,8674,
ENSG00000117543,protein_coding,51611,1110
ENSG00000117560,protein_coding,356,511
ENSG00000117569,protein_coding,58155,4714
ENSG00000117586,protein_coding,7292,511
ENSG00000117592,protein_coding,9588,4714
ENSG00000117593,protein_coding,55157,1110
ENSG00000117594,protein_coding,3290,830
ENSG00000117595,protein_coding,3664,998
ENSG00000117597,protein_coding,27042,565
ENSG00000117598,protein_coding,163404,740
ENSG00000117600,protein_coding,9890,510
ENSG00000117601,protein_coding,462,
ENSG00000117602,protein_coding,11123,5170
ENSG00000117614,protein_coding,25949,
ENSG00000117616,nonsense_mediated_decay,57035,
ENSG00000117620,nonsense_mediated_decay,23443,
ENSG00000117625,protein_coding,55758,52
ENSG00000117632,protein_coding,3925,
ENSG00000117640,nonsense_mediated_decay,56181,
ENSG00000117643,protein_coding,57134,510
ENSG00000117650,protein_coding,4751,901
ENSG00000117676,protein_coding,6195,4714
ENSG00000117682,nonsense_mediated_decay,79947,1100
ENSG00000117691,protein_coding,29937,627
ENSG00000117697,protein_coding,25936,
ENSG00000117707,protein_coding,5629,500
ENSG00000117713,protein_coding,8289,760
ENSG00000117724,protein_coding,1063,
ENSG00000117748,protein_coding,6118,944
ENSG00000117751,protein_coding,5511,4714
ENSG00000117758,protein_coding,23673,
ENSG00000117791,nonsense_mediated_decay,54996,10
ENSG00000117834,protein_coding,200010,
ENSG00000117859,protein_coding,114883,4926
ENSG00000117862,protein_coding,51060,361
ENSG00000117868,protein_coding,57488,562
ENSG00000117877,protein_coding,10849,
ENSG00000117899,protein_coding,23184,
ENSG00000117906,protein_coding,5955,1100
ENSG00000117971,nonsense_mediated_decay,1143,4714
ENSG00000117983,protein_coding,727897,940
ENSG00000117984,protein_coding,1509,1120
ENSG00000118007,protein_coding,10274,625
ENSG00000118017,protein_coding,51146,533
ENSG00000118046,protein_coding,6794,5235
ENSG00000118058,protein_coding,4297,270
ENSG00000118094,protein_coding,11181,52
ENSG00000118096,protein_coding,56912,
ENSG00000118113,protein_coding,4317,1100
ENSG00000118137,protein_coding,335,
ENSG00000118156,protein_coding,84215,524
ENSG00000118160,protein_coding,6543,
ENSG00000118162,protein_coding,11133,
ENSG00000118181,protein_coding,6230,945
ENSG00000118193,protein_coding,9928,410
ENSG00000118194,nonsense_mediated_decay,7139,
ENSG00000118197,protein_coding,83479,670
ENSG00000118200,protein_coding,23271,4714
ENSG00000118217,nonsense_mediated_decay,22926,
ENSG00000118231,protein_coding,1421,
ENSG00000118242,protein_coding,55686,
ENSG00000118245,protein_coding,7141,
ENSG00000118246,protein_coding,22868,
ENSG00000118257,protein_coding,8828,520
ENSG00000118260,protein_coding,1385,
ENSG00000118263,protein_coding,8609,1110
ENSG00000118271,protein_coding,7276,1120
ENSG00000118276,protein_coding,9331,1100
ENSG00000118292,protein_coding,79630,
ENSG00000118298,nonsense_mediated_decay,23632,1100
ENSG00000118307,protein_coding,55259,
ENSG00000118308,nonsense_mediated_decay,4033,
ENSG00000118322,protein_coding,23120,750
ENSG00000118363,protein_coding,9789,
ENSG00000118402,protein_coding,6785,1040
ENSG00000118407,protein_coding,27145,
ENSG00000118412,protein_coding,9994,
ENSG00000118418,protein_coding,9324,
ENSG00000118420,protein_coding,90025,
ENSG00000118432,protein_coding,1268,1100
ENSG00000118454,protein_coding,81573,5163
ENSG00000118473,nonsense_mediated_decay,84251,
ENSG00000118482,protein_coding,23469,5170
ENSG00000118491,protein_coding,153918,
ENSG00000118492,protein_coding,79747,5170
ENSG00000118495,protein_coding,5325,1110
ENSG00000118496,protein_coding,84085,4070
ENSG00000118503,protein_coding,7128,1100
ENSG00000118507,protein_coding,9465,
ENSG00000118508,protein_coding,10981,52
ENSG00000118513,protein_coding,4602,480
ENSG00000118514,protein_coding,64577,960
ENSG00000118515,protein_coding,6446,520
ENSG00000118518,protein_coding,81847,5170
ENSG00000118520,protein_coding,383,997
ENSG00000118523,protein_coding,1490,1100
ENSG00000118526,protein_coding,6943,
ENSG00000118557,nonsense_mediated_decay,83449,
ENSG00000118564,protein_coding,26234,760
ENSG00000118579,protein_coding,80306,
ENSG00000118596,nonsense_mediated_decay,9194,270
ENSG00000118600,protein_coding,10329,
ENSG00000118640,protein_coding,8673,
ENSG00000118655,protein_coding,64858,1120
ENSG00000118680,protein_coding,103910,330
ENSG00000118689,protein_coding,2309,1100
ENSG00000118690,protein_coding,84071,4150
ENSG00000118702,protein_coding,2691,
ENSG00000118729,protein_coding,845,626
ENSG00000118733,protein_coding,118427,1120
ENSG00000118762,protein_coding,5311,562
ENSG00000118777,protein_coding,9429,5170
ENSG00000118785,protein_coding,6696,
ENSG00000118804,protein_coding,8987,380
ENSG00000118816,protein_coding,10983,5165
ENSG00000118849,protein_coding,5918,
ENSG00000118855,nonsense_mediated_decay,64747,330
ENSG00000118873,nonsense_mediated_decay,25782,
ENSG00000118894,protein_coding,196483,260
ENSG00000118898,protein_coding,5493,533
ENSG00000118900,protein_coding,29855,
ENSG00000118922,protein_coding,11278,4658
ENSG00000118939,protein_coding,7347,730
ENSG00000118946,protein_coding,27253,520
ENSG00000118960,protein_coding,64342,4151
ENSG00000118961,protein_coding,60526,930
ENSG00000118965,protein_coding,57539,4150
ENSG00000118971,protein_coding,894,4714
ENSG00000118972,protein_coding,8074,
ENSG00000118985,protein_coding,22936,941
ENSG00000118997,protein_coding,56171,561
ENSG00000119004,protein_coding,57404,627
ENSG00000119013,protein_coding,4709,
ENSG00000119041,protein_coding,9330,5165
ENSG00000119042,protein_coding,23314,270
ENSG00000119048,protein_coding,7320,4150
ENSG00000119121,protein_coding,140803,562
ENSG00000119125,protein_coding,9615,1501
ENSG00000119138,protein_coding,687,4658
ENSG00000119139,nonsense_mediated_decay,9414,195
ENSG00000119147,protein_coding,84417,
ENSG00000119185,protein_coding,9270,5163
ENSG00000119203,protein_coding,51692,600
ENSG00000119227,protein_coding,80235,1100
ENSG00000119231,protein_coding,205564,633
ENSG00000119242,protein_coding,80212,
ENSG00000119280,protein_coding,84886,
ENSG00000119283,protein_coding,440730,603
ENSG00000119285,protein_coding,55127,5165
ENSG00000119314,protein_coding,9991,4070
ENSG00000119321,protein_coding,23307,5163
ENSG00000119326,protein_coding,8727,
ENSG00000119328,protein_coding,54942,5235
ENSG00000119333,protein_coding,89891,364
ENSG00000119335,protein_coding,6418,
ENSG00000119383,protein_coding,5524,
ENSG00000119392,nonsense_mediated_decay,2733,
ENSG00000119396,protein_coding,51552,980
ENSG00000119397,protein_coding,11064,4926
ENSG00000119401,protein_coding,22954,627
ENSG00000119402,protein_coding,26190,562
ENSG00000119403,protein_coding,26147,4151
ENSG00000119408,protein_coding,10783,1120
ENSG00000119411,protein_coding,54836,1100
ENSG00000119414,protein_coding,5537,230
ENSG00000119421,protein_coding,4702,
ENSG00000119431,protein_coding,81932,590
ENSG00000119446,protein_coding,92400,1100
ENSG00000119457,nonsense_mediated_decay,57864,1100
ENSG00000119471,protein_coding,84263,290
ENSG00000119487,protein_coding,79109,1100
ENSG00000119514,protein_coding,79695,510
ENSG00000119522,protein_coding,57706,
ENSG00000119535,protein_coding,1441,982
ENSG00000119537,protein_coding,2531,900
ENSG00000119541,protein_coding,9525,5170
ENSG00000119547,protein_coding,9480,760
ENSG00000119559,protein_coding,148223,
ENSG00000119574,protein_coding,84878,310
ENSG00000119596,protein_coding,56252,190
ENSG00000119599,protein_coding,26094,362
ENSG00000119608,protein_coding,283571,1100
ENSG00000119616,protein_coding,51077,
ENSG00000119630,protein_coding,5228,
ENSG00000119638,protein_coding,91754,521
ENSG00000119640,protein_coding,97,627
ENSG00000119650,nonsense_mediated_decay,112752,
ENSG00000119655,protein_coding,10577,920
ENSG00000119661,protein_coding,83544,620
ENSG00000119669,protein_coding,64207,
ENSG00000119673,protein_coding,10965,380
ENSG00000119681,protein_coding,4053,1100
ENSG00000119682,protein_coding,9870,830
ENSG00000119684,protein_coding,27030,540
ENSG00000119685,protein_coding,23093,480
ENSG00000119686,protein_coding,55640,1100
ENSG00000119688,protein_coding,5826,625
ENSG00000119689,protein_coding,1743,791
ENSG00000119699,protein_coding,7043,
ENSG00000119703,nonsense_mediated_decay,79696,
ENSG00000119705,protein_coding,81892,4926
ENSG00000119711,protein_coding,4329,360
ENSG00000119714,protein_coding,8111,1100
ENSG00000119715,protein_coding,2103,1100
ENSG00000119718,protein_coding,8892,670
ENSG00000119723,protein_coding,51004,53
ENSG00000119725,protein_coding,57862,4660
ENSG00000119729,protein_coding,23433,670
ENSG00000119737,protein_coding,10936,1100
ENSG00000119760,protein_coding,9913,
ENSG00000119771,protein_coding,114818,1100
ENSG00000119772,protein_coding,1788,982
ENSG00000119777,nonsense_mediated_decay,54867,
ENSG00000119778,protein_coding,54454,4151
ENSG00000119782,nonsense_mediated_decay,2281,
ENSG00000119787,protein_coding,64225,260
ENSG00000119801,protein_coding,51646,
ENSG00000119812,protein_coding,25940,
ENSG00000119820,protein_coding,84272,
ENSG00000119844,nonsense_mediated_decay,54812,
ENSG00000119862,protein_coding,29094,600
ENSG00000119865,protein_coding,25927,
ENSG00000119866,protein_coding,53335,1110
ENSG00000119878,protein_coding,9419,
ENSG00000119888,protein_coding,4072,
ENSG00000119899,protein_coding,26503,330
ENSG00000119900,protein_coding,79627,
ENSG00000119906,nonsense_mediated_decay,55719,
ENSG00000119912,protein_coding,3416,270
ENSG00000119913,protein_coding,6975,
ENSG00000119915,protein_coding,83401,62
ENSG00000119917,protein_coding,3437,4926
ENSG00000119922,protein_coding,3433,4070
ENSG00000119927,protein_coding,57678,71
ENSG00000119938,protein_coding,5507,1100
ENSG00000119943,protein_coding,84795,130
ENSG00000119946,protein_coding,26507,270
ENSG00000119950,protein_coding,4601,
ENSG00000119953,nonsense_mediated_decay,10285,5163
ENSG00000119965,protein_coding,80007,
ENSG00000119969,protein_coding,3070,540
ENSG00000119973,protein_coding,2834,1100
ENSG00000119977,nonsense_mediated_decay,26123,
ENSG00000120008,protein_coding,55717,601
ENSG00000120049,protein_coding,30819,260
ENSG00000120055,protein_coding,79946,
ENSG00000120063,protein_coding,10672,430
ENSG00000120068,protein_coding,3218,524
ENSG00000120071,protein_coding,284058,
ENSG00000120075,protein_coding,3215,1120
ENSG00000120088,protein_coding,1394,
ENSG00000120093,protein_coding,3213,524
ENSG00000120129,protein_coding,1843,760
ENSG00000120137,protein_coding,79646,4150
ENSG00000120149,protein_coding,4488,600
ENSG00000120156,protein_coding,7010,590
ENSG00000120158,protein_coding,10171,520
ENSG00000120159,nonsense_mediated_decay,79886,
ENSG00000120160,protein_coding,54586,
ENSG00000120210,protein_coding,11172,
ENSG00000120211,protein_coding,3641,
ENSG00000120215,protein_coding,2315,
ENSG00000120217,protein_coding,29126,4070
ENSG00000120235,protein_coding,3443,
ENSG00000120242,protein_coding,3445,
ENSG00000120251,protein_coding,2891,1110
ENSG00000120253,protein_coding,348995,950
ENSG00000120254,protein_coding,25902,901
ENSG00000120256,protein_coding,84918,983
ENSG00000120262,protein_coding,80129,
ENSG00000120265,protein_coding,5110,980
ENSG00000120278,protein_coding,57480,4660
ENSG00000120279,protein_coding,80177,
ENSG00000120280,protein_coding,80231,
ENSG00000120306,protein_coding,84418,
ENSG00000120314,protein_coding,54853,680
ENSG00000120318,protein_coding,64411,4151
ENSG00000120322,protein_coding,56128,1100
ENSG00000120324,protein_coding,56126,520
ENSG00000120327,protein_coding,56122,520
ENSG00000120328,protein_coding,56124,1100
ENSG00000120329,protein_coding,83884,
ENSG00000120332,protein_coding,63923,500
ENSG00000120333,nonsense_mediated_decay,63931,
ENSG00000120334,protein_coding,91687,
ENSG00000120337,protein_coding,8995,511
ENSG00000120341,protein_coding,111240474,
ENSG00000120370,protein_coding,92344,
ENSG00000120437,protein_coding,39,630
ENSG00000120438,protein_coding,6950,4926
ENSG00000120440,protein_coding,83887,473
ENSG00000120451,protein_coding,399979,562
ENSG00000120457,protein_coding,3762,920
ENSG00000120458,nonsense_mediated_decay,79684,
ENSG00000120471,protein_coding,63970,
ENSG00000120498,protein_coding,56159,4660
ENSG00000120509,protein_coding,51248,1100
ENSG00000120519,protein_coding,84068,
ENSG00000120526,protein_coding,84955,1040
ENSG00000120533,nonsense_mediated_decay,56943,
ENSG00000120539,protein_coding,84930,4150
ENSG00000120549,protein_coding,56243,
ENSG00000120594,protein_coding,84898,
ENSG00000120616,protein_coding,80314,
ENSG00000120645,protein_coding,440073,561
ENSG00000120647,protein_coding,84318,
ENSG00000120656,protein_coding,6883,
ENSG00000120658,protein_coding,55068,4150
ENSG00000120659,protein_coding,8600,511
ENSG00000120662,protein_coding,9617,
ENSG00000120669,protein_coding,54937,
ENSG00000120675,protein_coding,29103,4150
ENSG00000120685,protein_coding,80209,
ENSG00000120686,protein_coding,51569,5163
ENSG00000120688,protein_coding,11193,512
ENSG00000120690,protein_coding,1997,5170
ENSG00000120693,protein_coding,4093,1100
ENSG00000120694,protein_coding,10808,525
ENSG00000120696,protein_coding,84078,4714
ENSG00000120697,protein_coding,29880,1120
ENSG00000120699,protein_coding,11340,790
ENSG00000120705,nonsense_mediated_decay,2107,
ENSG00000120708,nonsense_mediated_decay,7045,
ENSG00000120709,protein_coding,51307,
ENSG00000120725,protein_coding,64374,625
ENSG00000120727,protein_coding,51247,
ENSG00000120729,protein_coding,9499,4714
ENSG00000120733,nonsense_mediated_decay,51780,
ENSG00000120738,protein_coding,1958,908
ENSG00000120742,protein_coding,27230,
ENSG00000120756,protein_coding,5357,230
ENSG00000120784,protein_coding,22835,720
ENSG00000120798,protein_coding,7181,310
ENSG00000120800,protein_coding,27340,1100
ENSG00000120802,protein_coding,7112,
ENSG00000120805,protein_coding,400,4150
ENSG00000120820,protein_coding,83468,53
ENSG00000120832,protein_coding,80298,
ENSG00000120833,protein_coding,8835,4660
ENSG00000120837,protein_coding,4801,
ENSG00000120860,nonsense_mediated_decay,51019,
ENSG00000120868,protein_coding,317,260
ENSG00000120885,protein_coding,1191,
ENSG00000120896,protein_coding,10174,4714
ENSG00000120899,protein_coding,2185,260
ENSG00000120903,protein_coding,1135,4714
ENSG00000120910,protein_coding,5533,1120
ENSG00000120913,nonsense_mediated_decay,64236,5165
ENSG00000120937,protein_coding,4879,
ENSG00000120942,protein_coding,29914,564
ENSG00000120948,protein_coding,23435,4070
ENSG00000120949,protein_coding,943,4714
ENSG00000120963,nonsense_mediated_decay,51123,
ENSG00000120992,protein_coding,10434,625
ENSG00000121005,protein_coding,83690,
ENSG00000121022,nonsense_mediated_decay,10987,760
ENSG00000121039,protein_coding,157506,250
ENSG00000121053,protein_coding,8288,360
ENSG00000121057,protein_coding,8165,513
ENSG00000121058,protein_coding,8161,
ENSG00000121060,protein_coding,7706,600
ENSG00000121064,protein_coding,59342,997
ENSG00000121067,nonsense_mediated_decay,8405,
ENSG00000121068,protein_coding,6909,
ENSG00000121073,protein_coding,10237,
ENSG00000121101,protein_coding,56155,5170
ENSG00000121104,nonsense_mediated_decay,81558,
ENSG00000121152,protein_coding,23397,
ENSG00000121207,protein_coding,9227,730
ENSG00000121210,protein_coding,23240,
ENSG00000121211,protein_coding,84057,944
ENSG00000121236,protein_coding,117854,1110
ENSG00000121270,protein_coding,85320,760
ENSG00000121274,protein_coding,64282,770
ENSG00000121281,protein_coding,113,740
ENSG00000121289,nonsense_mediated_decay,84902,
ENSG00000121310,protein_coding,55268,380
ENSG00000121314,protein_coding,50836,1100
ENSG00000121318,protein_coding,50839,
ENSG00000121335,protein_coding,653247,
ENSG00000121350,protein_coding,79912,480
ENSG00000121351,protein_coding,3375,
ENSG00000121361,protein_coding,3764,830
ENSG00000121377,protein_coding,50837,1100
ENSG00000121381,protein_coding,50835,1110
ENSG00000121390,nonsense_mediated_decay,55269,1100
ENSG00000121406,protein_coding,256051,720
ENSG00000121410,protein_coding,1,380
ENSG00000121413,protein_coding,65982,4658
ENSG00000121417,protein_coding,10520,650
ENSG00000121440,protein_coding,23024,1100
ENSG00000121446,protein_coding,353299,4926
ENSG00000121454,protein_coding,89884,52
ENSG00000121481,protein_coding,6045,4660
ENSG00000121486,protein_coding,81627,981
ENSG00000121542,protein_coding,26984,
ENSG00000121552,protein_coding,1475,1120
ENSG00000121570,protein_coding,55211,
ENSG00000121577,nonsense_mediated_decay,64091,250
ENSG00000121578,protein_coding,8702,510
ENSG00000121579,protein_coding,80218,1120
ENSG00000121594,protein_coding,941,5165
ENSG00000121621,protein_coding,81930,625
ENSG00000121644,protein_coding,51029,
ENSG00000121653,protein_coding,9479,4151
ENSG00000121671,protein_coding,1408,410
ENSG00000121680,nonsense_mediated_decay,9409,
ENSG00000121691,protein_coding,847,1100
ENSG00000121716,protein_coding,29990,5235
ENSG00000121741,protein_coding,7750,
ENSG00000121742,protein_coding,10804,
ENSG00000121743,protein_coding,2700,
ENSG00000121749,protein_coding,64786,
ENSG00000121753,protein_coding,576,
ENSG00000121764,protein_coding,3061,860
ENSG00000121766,protein_coding,51538,450
ENSG00000121769,protein_coding,2170,590
ENSG00000121774,protein_coding,10657,
ENSG00000121775,protein_coding,55116,
ENSG00000121797,protein_coding,9034,860
ENSG00000121807,protein_coding,729230,860
ENSG00000121851,protein_coding,84265,
ENSG00000121858,nonsense_mediated_decay,8743,511
ENSG00000121864,protein_coding,51193,908
ENSG00000121871,protein_coding,22865,1110
ENSG00000121879,protein_coding,5290,5163
ENSG00000121892,protein_coding,23244,1120
ENSG00000121895,protein_coding,80008,
ENSG00000121897,nonsense_mediated_decay,11019,561
ENSG00000121898,protein_coding,119587,572
ENSG00000121900,protein_coding,113452,
ENSG00000121903,protein_coding,7579,1110
ENSG00000121904,protein_coding,114784,1100
ENSG00000121905,protein_coding,3208,1120
ENSG00000121931,protein_coding,55791,
ENSG00000121933,protein_coding,57413,1110
ENSG00000121940,protein_coding,23155,
ENSG00000121957,protein_coding,29899,5163
ENSG00000121964,protein_coding,79712,510
ENSG00000121966,protein_coding,7852,1100
ENSG00000121988,protein_coding,84083,534
ENSG00000121989,protein_coding,92,5165
ENSG00000122008,nonsense_mediated_decay,51426,240
ENSG00000122012,protein_coding,22987,480
ENSG00000122025,protein_coding,2322,513
ENSG00000122026,nonsense_mediated_decay,6144,
ENSG00000122033,protein_coding,219402,
ENSG00000122034,protein_coding,2971,4658
ENSG00000122035,protein_coding,387496,710
ENSG00000122042,protein_coding,5412,4658
ENSG00000122068,protein_coding,84248,
ENSG00000122085,protein_coding,130916,230
ENSG00000122121,protein_coding,7512,1100
ENSG00000122122,protein_coding,54440,760
ENSG00000122133,protein_coding,5047,1100
ENSG00000122136,protein_coding,29991,1100
ENSG00000122140,protein_coding,51116,
ENSG00000122145,protein_coding,50945,
ENSG00000122176,protein_coding,2331,4660
ENSG00000122180,protein_coding,4656,
ENSG00000122188,protein_coding,54900,
ENSG00000122194,protein_coding,5340,4150
ENSG00000122203,protein_coding,57179,
ENSG00000122218,protein_coding,1314,910
ENSG00000122223,protein_coding,51744,5170
ENSG00000122224,protein_coding,4063,51
ENSG00000122257,protein_coding,5930,4660
ENSG00000122299,protein_coding,29066,4151
ENSG00000122335,protein_coding,84947,590
ENSG00000122359,protein_coding,311,
ENSG00000122367,protein_coding,11155,4151
ENSG00000122375,protein_coding,94233,1100
ENSG00000122376,protein_coding,54537,
ENSG00000122378,protein_coding,84293,590
ENSG00000122386,protein_coding,7755,4660
ENSG00000122390,protein_coding,79903,780
ENSG00000122406,nonsense_mediated_decay,6125,
ENSG00000122417,nonsense_mediated_decay,57489,
ENSG00000122420,protein_coding,5737,860
ENSG00000122432,protein_coding,100505741,
ENSG00000122435,protein_coding,54482,
ENSG00000122477,protein_coding,127495,4660
ENSG00000122481,protein_coding,25950,5170
ENSG00000122482,protein_coding,84146,650
ENSG00000122483,protein_coding,343099,
ENSG00000122484,protein_coding,79871,4660
ENSG00000122490,protein_coding,80148,
ENSG00000122512,protein_coding,5395,540
ENSG00000122515,nonsense_mediated_decay,83637,4070
ENSG00000122543,protein_coding,654231,40
ENSG00000122545,protein_coding,989,230
ENSG00000122550,protein_coding,55975,1100
ENSG00000122557,protein_coding,64224,920
ENSG00000122565,protein_coding,11335,270
ENSG00000122566,protein_coding,3181,4714
ENSG00000122574,protein_coding,644150,
ENSG00000122584,protein_coding,30010,
ENSG00000122585,protein_coding,4852,
ENSG00000122591,nonsense_mediated_decay,84668,
ENSG00000122641,protein_coding,3624,
ENSG00000122642,protein_coding,11328,40
ENSG00000122643,protein_coding,51251,590
ENSG00000122644,protein_coding,10124,140
ENSG00000122674,protein_coding,51622,
ENSG00000122678,protein_coding,27434,1100
ENSG00000122679,protein_coding,10268,
ENSG00000122687,protein_coding,29960,982
ENSG00000122691,nonsense_mediated_decay,7291,
ENSG00000122692,protein_coding,55234,601
ENSG00000122694,protein_coding,152007,
ENSG00000122696,protein_coding,92014,
ENSG00000122705,nonsense_mediated_decay,1211,
ENSG00000122707,protein_coding,8434,
ENSG00000122728,protein_coding,138474,5165
ENSG00000122729,protein_coding,48,630
ENSG00000122733,protein_coding,23349,1120
ENSG00000122735,protein_coding,27019,361
ENSG00000122741,protein_coding,79269,30
ENSG00000122756,protein_coding,1271,4926
ENSG00000122778,protein_coding,57670,
ENSG00000122779,protein_coding,8805,4660
ENSG00000122783,protein_coding,78996,
ENSG00000122786,nonsense_mediated_decay,800,
ENSG00000122787,protein_coding,6718,1120
ENSG00000122824,protein_coding,170685,51
ENSG00000122852,protein_coding,653509,1100
ENSG00000122859,protein_coding,50674,
ENSG00000122861,protein_coding,5328,5165
ENSG00000122862,protein_coding,5552,
